student_id, name,surname,email,lecture,points, how_many_times_attended
2015-80549,OZGUR,DOGAN,o.dogan@ce1.marmara.edu.tr,CS101,43,1
2015-80549,OZGUR,DOGAN,o.dogan@ce1.marmara.edu.tr,CS231,31,2
2015-97080,AYSE,AKTAS,a.aktas@ce1.marmara.edu.tr,CS231,36,1
2015-61298,HARUN,AYDIN,h.aydin@ce1.marmara.edu.tr,CS231,54,1
2015-61298,HARUN,AYDIN,h.aydin@ce1.marmara.edu.tr,CS101,26,1
2014-36720,EMRE,KAYA,emrekaya@ce1.marmara.edu.tr,CS231,45,1
2015-96853,EMRE,DILER,e.diler@ce1.marmara.edu.tr,CS101,79,1
2015-58917,VELI,YILDIRIM,v.yildirim@ce1.marmara.edu.tr,CS101,55,1
2015-58917,VELI,YILDIRIM,v.yildirim@ce1.marmara.edu.tr,CS102,93,1
2014-71783,EGE,AYDIN,egeaydin@ce1.marmara.edu.tr,CS231,37,2
2015-40351,GULSUM,SIMSEK,g.simsek@ce1.marmara.edu.tr,CS231,48,2
2015-85573,GULSUM,ILHAN,g.ilhan@ce1.marmara.edu.tr,CS231,92,2
2014-61607,NURAY,AKTAS,nurayaktas@ce1.marmara.edu.tr,CS101,78,1
2014-56606,ISMAIL,ARSLAN,ismailarslan@ce1.marmara.edu.tr,CS231,37,2
2014-00734,NUR,KURT,nurkurt@ce1.marmara.edu.tr,CS101,30,2
2015-42801,NURAY,AYDIN,n.aydin@ce1.marmara.edu.tr,CS231,51,1
2014-98668,AZRA,YILDIRIM,azrayildirim@ce1.marmara.edu.tr,CS231,32,2
2014-98668,AZRA,YILDIRIM,azrayildirim@ce1.marmara.edu.tr,CS101,55,1
2015-09966,OZGUR,CAN,o.can@ce1.marmara.edu.tr,CS231,73,2
2015-09966,OZGUR,CAN,o.can@ce1.marmara.edu.tr,CS101,11,1
2014-20033,CAN,ISIK,canisik@ce1.marmara.edu.tr,CS101,86,2
2014-20033,CAN,ISIK,canisik@ce1.marmara.edu.tr,CS102,81,1
2015-44182,ELIF,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS101,62,1
2015-44182,ELIF,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS102,27,1
2014-23799,EFE,DILER,efediler@ce1.marmara.edu.tr,CS101,65,2
2014-23799,EFE,DILER,efediler@ce1.marmara.edu.tr,CS102,72,1
2014-23799,EFE,DILER,efediler@ce1.marmara.edu.tr,CS365,82,2
2015-51206,ASLI,FATIH,a.fatih@ce1.marmara.edu.tr,CS231,60,1
2014-98421,FIKRET,DOGAN,fikretdogan@ce1.marmara.edu.tr,CS231,70,2
2014-47951,SEMRA,AYDOGAN,semraaydogan@ce1.marmara.edu.tr,CS231,66,1
2014-47951,SEMRA,AYDOGAN,semraaydogan@ce1.marmara.edu.tr,CS101,72,1
2014-47138,MUSTAFA,ESEN,mustafaesen@ce1.marmara.edu.tr,CS101,37,1
2014-47138,MUSTAFA,ESEN,mustafaesen@ce1.marmara.edu.tr,CS231,40,2
2015-66609,UGUR,HIKMET,u.hikmet@ce1.marmara.edu.tr,CS101,65,2
2015-66609,UGUR,HIKMET,u.hikmet@ce1.marmara.edu.tr,CS102,71,1
2014-91818,NUR,KARA,nurkara@ce1.marmara.edu.tr,CS101,17,2
2014-91818,NUR,KARA,nurkara@ce1.marmara.edu.tr,CS102,62,2
2015-06524,HILAL,KURT,h.kurt@ce1.marmara.edu.tr,CS231,86,1
2015-02629,EFE,DOGAN,e.dogan@ce1.marmara.edu.tr,CS231,65,1
2014-63854,HILAL,AYDOGAN,hilalaydogan@ce1.marmara.edu.tr,CS101,78,1
2015-11575,SIBEL,AKTAS,s.aktas@ce1.marmara.edu.tr,CS101,58,1
2015-11575,SIBEL,AKTAS,s.aktas@ce1.marmara.edu.tr,CS231,51,1
2015-47314,NUR,GUL,n.gul@ce1.marmara.edu.tr,CS231,21,2
2014-92235,HASAN,HIKMET,hasanhikmet@ce1.marmara.edu.tr,CS101,45,1
2014-92235,HASAN,HIKMET,hasanhikmet@ce1.marmara.edu.tr,CS102,34,1
2015-90125,AHMET,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS101,10,2
2015-90125,AHMET,OZDEMIR,a.ozdemir@ce1.marmara.edu.tr,CS102,75,2
2014-06660,SEMRA,KOC,semrakoc@ce1.marmara.edu.tr,CS101,24,2
2015-50023,ALI,DOGAN,a.dogan@ce1.marmara.edu.tr,CS231,37,2
2015-86164,OZGUR,AYDIN,o.aydin@ce1.marmara.edu.tr,CS101,47,2
2015-86164,OZGUR,AYDIN,o.aydin@ce1.marmara.edu.tr,CS102,69,1
2015-82292,UMUT,ISIK,u.isik@ce1.marmara.edu.tr,CS231,17,2
2014-97955,FIKRET,YILMAZ,fikretyilmaz@ce1.marmara.edu.tr,CS231,30,1
2015-08827,ALI,KAYA,a.kaya@ce1.marmara.edu.tr,CS101,75,2
2014-41895,ISMAIL,CELIK,ismailcelik@ce1.marmara.edu.tr,CS231,58,1
2014-41895,ISMAIL,CELIK,ismailcelik@ce1.marmara.edu.tr,CS101,63,1
2014-18984,AHMET,GURCAN,ahmetgurcan@ce1.marmara.edu.tr,CS231,44,1
2014-18984,AHMET,GURCAN,ahmetgurcan@ce1.marmara.edu.tr,CS101,96,1
2015-86229,HARUN,ILHAN,h.ilhan@ce1.marmara.edu.tr,CS101,57,1
2015-86229,HARUN,ILHAN,h.ilhan@ce1.marmara.edu.tr,CS231,84,2
2015-86229,HARUN,ILHAN,h.ilhan@ce1.marmara.edu.tr,CS102,25,2
2015-08159,GULSUM,FATIH,g.fatih@ce1.marmara.edu.tr,CS231,42,1
2015-86115,EGE,CELIK,e.celik@ce1.marmara.edu.tr,CS101,97,2
2015-86115,EGE,CELIK,e.celik@ce1.marmara.edu.tr,CS231,25,2
2014-84668,NISA,GURCAN,nisagurcan@ce1.marmara.edu.tr,CS101,96,1
2014-84668,NISA,GURCAN,nisagurcan@ce1.marmara.edu.tr,CS231,88,2
2014-72754,UMUT,AKTAS,umutaktas@ce1.marmara.edu.tr,CS101,65,1
2014-72754,UMUT,AKTAS,umutaktas@ce1.marmara.edu.tr,CS231,48,2
2014-84409,TUNA,CELIK,tunacelik@ce1.marmara.edu.tr,CS231,51,2
2015-18334,CANAN,AKTAS,c.aktas@ce1.marmara.edu.tr,CS101,43,1
2015-60143,EGE,CELIK,e.celik@ce1.marmara.edu.tr,CS101,84,2
2015-60143,EGE,CELIK,e.celik@ce1.marmara.edu.tr,CS231,54,1
2014-69192,OKAN,OZER,okanozer@ce1.marmara.edu.tr,CS231,47,2
2015-91551,CANAN,GUL,c.gul@ce1.marmara.edu.tr,CS101,60,1
2015-28227,AYLIN,SULEYMAN,a.suleyman@ce1.marmara.edu.tr,CS231,73,1
2015-28227,AYLIN,SULEYMAN,a.suleyman@ce1.marmara.edu.tr,CS101,73,1
2015-95704,ASLI,KOC,a.koc@ce1.marmara.edu.tr,CS231,51,1
2015-48629,EGE,AYDOGAN,e.aydogan@ce1.marmara.edu.tr,CS231,68,2
2015-13536,CAN,AYDOGAN,c.aydogan@ce1.marmara.edu.tr,CS101,76,2
2014-73140,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS101,15,1
2014-73140,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS231,65,1
2014-73140,HUSEYIN,DILER,huseyindiler@ce1.marmara.edu.tr,CS102,53,2
2014-72075,EGE,ARSLAN,egearslan@ce1.marmara.edu.tr,CS101,99,2
2014-72075,EGE,ARSLAN,egearslan@ce1.marmara.edu.tr,CS231,28,2
2014-72075,EGE,ARSLAN,egearslan@ce1.marmara.edu.tr,CS102,94,2
2014-32129,MEHMET,KURT,mehmetkurt@ce1.marmara.edu.tr,CS101,82,2
2014-22357,FIKRET,SIMSEK,fikretsimsek@ce1.marmara.edu.tr,CS101,55,1
2014-22357,FIKRET,SIMSEK,fikretsimsek@ce1.marmara.edu.tr,CS231,24,1
2014-22357,FIKRET,SIMSEK,fikretsimsek@ce1.marmara.edu.tr,CS102,66,1
2015-01203,LALE,KOC,l.koc@ce1.marmara.edu.tr,CS101,64,2
2015-01203,LALE,KOC,l.koc@ce1.marmara.edu.tr,CS102,75,1
2014-06129,RABIA,ASLAN,rabiaaslan@ce1.marmara.edu.tr,CS101,22,2
2015-88557,CIGDEM,CAN,c.can@ce1.marmara.edu.tr,CS231,38,2
2015-48483,ELIF,ISIK,e.isik@ce1.marmara.edu.tr,CS231,25,2
2015-48483,ELIF,ISIK,e.isik@ce1.marmara.edu.tr,CS101,45,2
2015-09465,BILGE,ASLAN,b.aslan@ce1.marmara.edu.tr,CS101,15,2
2015-09465,BILGE,ASLAN,b.aslan@ce1.marmara.edu.tr,CS231,26,2
2014-09453,BETUL,GUL,betulgul@ce1.marmara.edu.tr,CS231,90,2
2015-82116,OKAN,OZER,o.ozer@ce1.marmara.edu.tr,CS101,100,1
2015-98068,SIBEL,OZKAN,s.ozkan@ce1.marmara.edu.tr,CS101,36,1
2014-14293,ALI,YILMAZ,aliyilmaz@ce1.marmara.edu.tr,CS231,50,2
2014-14293,ALI,YILMAZ,aliyilmaz@ce1.marmara.edu.tr,CS101,26,1
2014-44248,BILGE,YILDIRIM,bilgeyildirim@ce1.marmara.edu.tr,CS231,58,1
2014-60875,AYLIN,KARA,aylinkara@ce1.marmara.edu.tr,CS101,66,2
2014-60875,AYLIN,KARA,aylinkara@ce1.marmara.edu.tr,CS231,94,2
2014-60875,AYLIN,KARA,aylinkara@ce1.marmara.edu.tr,CS102,44,1
2015-33510,BETUL,AYDOGAN,b.aydogan@ce1.marmara.edu.tr,CS231,71,2
2014-25280,ALI,KURT,alikurt@ce1.marmara.edu.tr,CS101,88,1
2014-25280,ALI,KURT,alikurt@ce1.marmara.edu.tr,CS231,98,2
2015-45855,BETUL,OZDEMIR,b.ozdemir@ce1.marmara.edu.tr,CS101,77,1
2014-88202,SIBEL,CAN,sibelcan@ce1.marmara.edu.tr,CS231,64,2
2014-88202,SIBEL,CAN,sibelcan@ce1.marmara.edu.tr,CS101,53,1
2014-05719,FIKRET,KAYA,fikretkaya@ce1.marmara.edu.tr,CS231,87,2
2015-04834,TUNA,GUL,t.gul@ce1.marmara.edu.tr,CS231,60,1
2015-06463,ASLI,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS101,60,1
2015-06463,ASLI,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS231,65,1
2014-99372,MEHMET,HIKMET,mehmethikmet@ce1.marmara.edu.tr,CS231,20,2
2014-99372,MEHMET,HIKMET,mehmethikmet@ce1.marmara.edu.tr,CS101,73,1
2014-90341,FIKRET,SULEYMAN,fikretsuleyman@ce1.marmara.edu.tr,CS231,79,2
2015-81971,HARUN,ARSLAN,h.arslan@ce1.marmara.edu.tr,CS231,54,1
2014-94439,SIBEL,OZER,sibelozer@ce1.marmara.edu.tr,CS101,42,1
2014-94439,SIBEL,OZER,sibelozer@ce1.marmara.edu.tr,CS231,54,2
2015-28509,MEHMET,YILMAZ,m.yilmaz@ce1.marmara.edu.tr,CS101,81,1
2015-28509,MEHMET,YILMAZ,m.yilmaz@ce1.marmara.edu.tr,CS102,54,1
2015-51216,NURAY,ILHAN,n.ilhan@ce1.marmara.edu.tr,CS101,55,1
2015-90197,MEHMET,FATIH,m.fatih@ce1.marmara.edu.tr,CS101,88,2
2015-70598,AHMET,AYDOGAN,a.aydogan@ce1.marmara.edu.tr,CS101,66,2
2015-80008,SEMRA,AYDOGAN,s.aydogan@ce1.marmara.edu.tr,CS101,15,2
2015-80008,SEMRA,AYDOGAN,s.aydogan@ce1.marmara.edu.tr,CS231,78,2
2015-80008,SEMRA,AYDOGAN,s.aydogan@ce1.marmara.edu.tr,CS102,12,2
2014-59423,MEHMET,OZER,mehmetozer@ce1.marmara.edu.tr,CS231,100,2
2014-59804,SEMRA,DOGAN,semradogan@ce1.marmara.edu.tr,CS101,46,1
2015-95973,ISMAIL,OZKAN,i.ozkan@ce1.marmara.edu.tr,CS101,54,1
2015-42692,CAN,CAN,c.can@ce1.marmara.edu.tr,CS231,67,1
2015-42692,CAN,CAN,c.can@ce1.marmara.edu.tr,CS101,65,2
2015-87202,UMUT,AKTAS,u.aktas@ce1.marmara.edu.tr,CS231,71,1
2015-87202,UMUT,AKTAS,u.aktas@ce1.marmara.edu.tr,CS101,60,2
2015-98184,CANAN,SULEYMAN,c.suleyman@ce1.marmara.edu.tr,CS231,93,1
2015-67364,SIBEL,AYDIN,s.aydin@ce1.marmara.edu.tr,CS101,18,1
2015-67364,SIBEL,AYDIN,s.aydin@ce1.marmara.edu.tr,CS102,39,2
2015-30669,LALE,YILMAZ,l.yilmaz@ce1.marmara.edu.tr,CS231,86,1
2015-30669,LALE,YILMAZ,l.yilmaz@ce1.marmara.edu.tr,CS101,35,2
2015-02429,GULSUM,ARSLAN,g.arslan@ce1.marmara.edu.tr,CS231,65,1
2014-44192,RABIA,SULEYMAN,rabiasuleyman@ce1.marmara.edu.tr,CS101,17,1
2014-60716,TUNA,YILDIRIM,tunayildirim@ce1.marmara.edu.tr,CS231,35,1
2015-55821,VELI,SULEYMAN,v.suleyman@ce1.marmara.edu.tr,CS231,79,1
2014-84524,EGE,KOC,egekoc@ce1.marmara.edu.tr,CS231,15,2
2014-84524,EGE,KOC,egekoc@ce1.marmara.edu.tr,CS101,34,1
2015-09563,CANAN,CELIK,c.celik@ce1.marmara.edu.tr,CS101,30,2
2015-09563,CANAN,CELIK,c.celik@ce1.marmara.edu.tr,CS231,81,2
2014-41371,LALE,DILER,lalediler@ce1.marmara.edu.tr,CS101,15,1
2014-41371,LALE,DILER,lalediler@ce1.marmara.edu.tr,CS102,55,2
2015-58905,EMRE,DOGAN,e.dogan@ce1.marmara.edu.tr,CS101,100,2
2015-58905,EMRE,DOGAN,e.dogan@ce1.marmara.edu.tr,CS231,73,1
2015-33685,AYLIN,GUL,a.gul@ce1.marmara.edu.tr,CS231,60,2
2015-33685,AYLIN,GUL,a.gul@ce1.marmara.edu.tr,CS101,68,2
2014-34510,AYLIN,DILER,aylindiler@ce1.marmara.edu.tr,CS101,62,1
2014-34510,AYLIN,DILER,aylindiler@ce1.marmara.edu.tr,CS231,99,2
2015-82886,GULSUM,YILMAZ,g.yilmaz@ce1.marmara.edu.tr,CS231,73,2
2015-82886,GULSUM,YILMAZ,g.yilmaz@ce1.marmara.edu.tr,CS101,78,2
2015-42971,EGE,KAYA,e.kaya@ce1.marmara.edu.tr,CS231,66,1
2014-99202,ISMAIL,OZER,ismailozer@ce1.marmara.edu.tr,CS231,85,2
2015-93244,SEMRA,ISIK,s.isik@ce1.marmara.edu.tr,CS231,74,1
2015-84047,GULSUM,KOC,g.koc@ce1.marmara.edu.tr,CS231,54,2
2014-33204,FIKRET,YILMAZ,fikretyilmaz@ce1.marmara.edu.tr,CS101,29,1
2014-33204,FIKRET,YILMAZ,fikretyilmaz@ce1.marmara.edu.tr,CS102,72,1
2015-71113,AHMET,ARSLAN,a.arslan@ce1.marmara.edu.tr,CS101,28,2
2014-95986,MEHMET,AYDOGAN,mehmetaydogan@ce1.marmara.edu.tr,CS101,77,2
2014-95986,MEHMET,AYDOGAN,mehmetaydogan@ce1.marmara.edu.tr,CS231,66,1
2014-45746,AHMET,YILDIRIM,ahmetyildirim@ce1.marmara.edu.tr,CS101,22,2
2015-79994,HUSEYIN,OZKAN,h.ozkan@ce1.marmara.edu.tr,CS101,63,2
2015-66920,TUNA,ESEN,t.esen@ce1.marmara.edu.tr,CS231,100,2
2015-66920,TUNA,ESEN,t.esen@ce1.marmara.edu.tr,CS101,36,1
2015-17391,NURAY,AKTAS,n.aktas@ce1.marmara.edu.tr,CS101,33,1
2015-17391,NURAY,AKTAS,n.aktas@ce1.marmara.edu.tr,CS102,64,1
2014-74206,FIKRET,PEK,fikretpek@ce1.marmara.edu.tr,CS231,14,1
2014-74206,FIKRET,PEK,fikretpek@ce1.marmara.edu.tr,CS101,16,2
2014-15438,NUR,ILHAN,nurilhan@ce1.marmara.edu.tr,CS101,82,2
2015-86885,CAN,AY,c.ay@ce1.marmara.edu.tr,CS231,92,2
2014-51857,SIBEL,YILDIRIM,sibelyildirim@ce1.marmara.edu.tr,CS101,98,1
2014-51857,SIBEL,YILDIRIM,sibelyildirim@ce1.marmara.edu.tr,CS231,16,2
2014-51857,SIBEL,YILDIRIM,sibelyildirim@ce1.marmara.edu.tr,CS102,70,2
2014-90595,ELIF,ILHAN,elifilhan@ce1.marmara.edu.tr,CS101,23,1
2015-72502,AHMET,KAYA,a.kaya@ce1.marmara.edu.tr,CS231,44,1
2014-54633,GULSUM,CELIK,gulsumcelik@ce1.marmara.edu.tr,CS101,58,2
2014-54633,GULSUM,CELIK,gulsumcelik@ce1.marmara.edu.tr,CS102,22,2
2014-42312,OKAN,DOGAN,okandogan@ce1.marmara.edu.tr,CS101,64,1
2014-42312,OKAN,DOGAN,okandogan@ce1.marmara.edu.tr,CS102,100,1
2015-47573,MEHMET,GUL,m.gul@ce1.marmara.edu.tr,CS101,36,1
2014-01520,SEMRA,KOC,semrakoc@ce1.marmara.edu.tr,CS101,82,1
2014-01520,SEMRA,KOC,semrakoc@ce1.marmara.edu.tr,CS102,94,1
2015-17503,VELI,DILER,v.diler@ce1.marmara.edu.tr,CS231,86,1
2014-00987,ISMAIL,PEK,ismailpek@ce1.marmara.edu.tr,CS231,69,1
2014-00987,ISMAIL,PEK,ismailpek@ce1.marmara.edu.tr,CS101,46,1
2014-08319,VELI,PEK,velipek@ce1.marmara.edu.tr,CS101,87,1
2014-08319,VELI,PEK,velipek@ce1.marmara.edu.tr,CS231,63,1
2014-08319,VELI,PEK,velipek@ce1.marmara.edu.tr,CS102,80,1
2014-82524,NUR,AKTAS,nuraktas@ce1.marmara.edu.tr,CS231,96,2
2014-75084,FATMA,AYDIN,fatmaaydin@ce1.marmara.edu.tr,CS231,23,2
2015-27051,OKAN,OZDEMIR,o.ozdemir@ce1.marmara.edu.tr,CS231,28,2
2014-49935,LALE,AKTAS,laleaktas@ce1.marmara.edu.tr,CS101,18,1
2015-00351,RABIA,DOGAN,r.dogan@ce1.marmara.edu.tr,CS231,80,1
2014-02640,RABIA,SULEYMAN,rabiasuleyman@ce1.marmara.edu.tr,CS101,72,2
2014-02640,RABIA,SULEYMAN,rabiasuleyman@ce1.marmara.edu.tr,CS231,17,2
2014-11070,EFE,SIMSEK,efesimsek@ce1.marmara.edu.tr,CS101,88,1
2014-45757,OZGUR,ASLAN,ozguraslan@ce1.marmara.edu.tr,CS231,38,2
2014-71183,AZRA,HIKMET,azrahikmet@ce1.marmara.edu.tr,CS231,66,2
2014-78768,UGUR,FATIH,ugurfatih@ce1.marmara.edu.tr,CS231,42,2
2014-30346,NISA,CELIK,nisacelik@ce1.marmara.edu.tr,CS101,95,2
2014-73252,NUR,GUL,nurgul@ce1.marmara.edu.tr,CS101,60,2
2015-70786,EMRE,SULEYMAN,e.suleyman@ce1.marmara.edu.tr,CS231,60,1
2014-31481,AYSE,YILMAZ,ayseyilmaz@ce1.marmara.edu.tr,CS101,31,2
2014-31481,AYSE,YILMAZ,ayseyilmaz@ce1.marmara.edu.tr,CS102,56,1
2014-31481,AYSE,YILMAZ,ayseyilmaz@ce1.marmara.edu.tr,CS464,56,1
2015-66287,HARUN,AY,h.ay@ce1.marmara.edu.tr,CS231,39,2
2015-41601,SALIH,KOC,s.koc@ce1.marmara.edu.tr,CS101,79,1
2015-74297,UMUT,ESEN,u.esen@ce1.marmara.edu.tr,CS231,35,2
2014-02601,ALI,DILER,alidiler@ce1.marmara.edu.tr,CS231,54,1
2015-51634,OZGUR,KARA,o.kara@ce1.marmara.edu.tr,CS231,60,2
2014-06509,VELI,SIMSEK,velisimsek@ce1.marmara.edu.tr,CS101,79,2
2014-06509,VELI,SIMSEK,velisimsek@ce1.marmara.edu.tr,CS231,76,1
2014-75850,VELI,GURCAN,veligurcan@ce1.marmara.edu.tr,CS231,31,1
2014-20289,NISA,ILHAN,nisailhan@ce1.marmara.edu.tr,CS231,68,1
2014-20289,NISA,ILHAN,nisailhan@ce1.marmara.edu.tr,CS101,15,1
2015-04481,EGE,GURCAN,e.gurcan@ce1.marmara.edu.tr,CS101,20,1
2015-04481,EGE,GURCAN,e.gurcan@ce1.marmara.edu.tr,CS231,91,1
2015-41483,HARUN,KOC,h.koc@ce1.marmara.edu.tr,CS101,61,1
2014-37595,AZRA,ILHAN,azrailhan@ce1.marmara.edu.tr,CS101,66,1
2014-23890,VELI,GUL,veligul@ce1.marmara.edu.tr,CS101,97,2
2014-95901,EGE,HIKMET,egehikmet@ce1.marmara.edu.tr,CS101,86,1
2014-95901,EGE,HIKMET,egehikmet@ce1.marmara.edu.tr,CS231,53,1
2014-97218,ISMAIL,DILER,ismaildiler@ce1.marmara.edu.tr,CS231,14,2
2014-02293,EFE,FATIH,efefatih@ce1.marmara.edu.tr,CS231,58,1
2014-02293,EFE,FATIH,efefatih@ce1.marmara.edu.tr,CS101,47,2
2014-02293,EFE,FATIH,efefatih@ce1.marmara.edu.tr,CS102,55,2
2014-79191,RABIA,GUL,rabiagul@ce1.marmara.edu.tr,CS231,97,1
2014-53587,MUSTAFA,GUL,mustafagul@ce1.marmara.edu.tr,CS231,94,2
2015-01030,HUSEYIN,KOC,h.koc@ce1.marmara.edu.tr,CS101,59,2
2015-65498,SIBEL,ARSLAN,s.arslan@ce1.marmara.edu.tr,CS101,98,1
2015-65498,SIBEL,ARSLAN,s.arslan@ce1.marmara.edu.tr,CS231,12,2
2014-37808,ALI,KAYA,alikaya@ce1.marmara.edu.tr,CS101,83,1
2014-71016,AYSE,ARSLAN,aysearslan@ce1.marmara.edu.tr,CS101,55,1
2015-77296,CIGDEM,OZDEMIR,c.ozdemir@ce1.marmara.edu.tr,CS231,38,1
2014-83904,SEMRA,HIKMET,semrahikmet@ce1.marmara.edu.tr,CS101,87,1
2015-01912,OKAN,DILER,o.diler@ce1.marmara.edu.tr,CS231,10,2
2015-23518,NURAY,KURT,n.kurt@ce1.marmara.edu.tr,CS101,75,1
2015-23518,NURAY,KURT,n.kurt@ce1.marmara.edu.tr,CS102,60,2
2014-83971,BETUL,ISIK,betulisik@ce1.marmara.edu.tr,CS101,43,2
2014-66857,NISA,CELIK,nisacelik@ce1.marmara.edu.tr,CS101,24,2
2015-91479,HUSEYIN,OZDEMIR,h.ozdemir@ce1.marmara.edu.tr,CS231,66,1
2015-91479,HUSEYIN,OZDEMIR,h.ozdemir@ce1.marmara.edu.tr,CS101,45,2
2015-16164,VELI,DILER,v.diler@ce1.marmara.edu.tr,CS231,23,2
2015-04934,ISMAIL,GURCAN,i.gurcan@ce1.marmara.edu.tr,CS101,45,1
2015-04934,ISMAIL,GURCAN,i.gurcan@ce1.marmara.edu.tr,CS102,66,1
2015-90995,CAN,YILDIRIM,c.yildirim@ce1.marmara.edu.tr,CS231,31,1
2014-85174,AZRA,KARA,azrakara@ce1.marmara.edu.tr,CS101,70,1
2014-87360,ASLI,OZKAN,asliozkan@ce1.marmara.edu.tr,CS231,13,2
2014-02269,ALI,KURT,alikurt@ce1.marmara.edu.tr,CS231,73,1
2014-09127,ISMAIL,ASLAN,ismailaslan@ce1.marmara.edu.tr,CS101,81,1
2014-45176,SALIH,GURCAN,salihgurcan@ce1.marmara.edu.tr,CS101,39,2
2014-12887,OZGUR,DILER,ozgurdiler@ce1.marmara.edu.tr,CS101,70,1
2014-92634,AHMET,SIMSEK,ahmetsimsek@ce1.marmara.edu.tr,CS231,100,2
2014-36851,CIGDEM,SIMSEK,cigdemsimsek@ce1.marmara.edu.tr,CS101,73,1
2015-32419,BETUL,KURT,b.kurt@ce1.marmara.edu.tr,CS231,30,2
2015-32419,BETUL,KURT,b.kurt@ce1.marmara.edu.tr,CS101,39,1
2015-32419,BETUL,KURT,b.kurt@ce1.marmara.edu.tr,CS102,49,2
2014-03018,AZRA,AKTAS,azraaktas@ce1.marmara.edu.tr,CS231,11,2
2015-27424,AYLIN,SIMSEK,a.simsek@ce1.marmara.edu.tr,CS231,36,2
2014-68687,VELI,ESEN,veliesen@ce1.marmara.edu.tr,CS101,25,1
2014-68687,VELI,ESEN,veliesen@ce1.marmara.edu.tr,CS231,13,1
2014-18834,OKAN,YILMAZ,okanyilmaz@ce1.marmara.edu.tr,CS101,91,1
2014-18834,OKAN,YILMAZ,okanyilmaz@ce1.marmara.edu.tr,CS102,47,2
2014-18834,OKAN,YILMAZ,okanyilmaz@ce1.marmara.edu.tr,CS231,93,2
2014-18834,OKAN,YILMAZ,okanyilmaz@ce1.marmara.edu.tr,CS464,93,2
2014-50445,BILGE,ASLAN,bilgeaslan@ce1.marmara.edu.tr,CS101,50,1
2015-23465,AHMET,OZER,a.ozer@ce1.marmara.edu.tr,CS231,82,2
2015-23465,AHMET,OZER,a.ozer@ce1.marmara.edu.tr,CS101,87,2
2015-23465,AHMET,OZER,a.ozer@ce1.marmara.edu.tr,CS102,74,1
2014-15605,EFE,SULEYMAN,efesuleyman@ce1.marmara.edu.tr,CS231,74,1
2014-66535,BETUL,FATIH,betulfatih@ce1.marmara.edu.tr,CS231,24,1
2014-66535,BETUL,FATIH,betulfatih@ce1.marmara.edu.tr,CS101,88,1
2014-93915,SEMRA,AY,semraay@ce1.marmara.edu.tr,CS101,63,2
2014-24629,CIGDEM,CAN,cigdemcan@ce1.marmara.edu.tr,CS101,81,1
2014-24629,CIGDEM,CAN,cigdemcan@ce1.marmara.edu.tr,CS102,15,1
2014-24629,CIGDEM,CAN,cigdemcan@ce1.marmara.edu.tr,CS464,30,1
2015-05546,AYSE,CAN,a.can@ce1.marmara.edu.tr,CS231,62,1
2015-08694,MUSTAFA,AY,m.ay@ce1.marmara.edu.tr,CS101,74,2
2015-08694,MUSTAFA,AY,m.ay@ce1.marmara.edu.tr,CS231,62,2
2015-72033,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS231,98,2
2015-72033,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS101,76,2
2014-64920,AYLIN,AYDIN,aylinaydin@ce1.marmara.edu.tr,CS101,39,1
2014-64920,AYLIN,AYDIN,aylinaydin@ce1.marmara.edu.tr,CS231,45,2
2015-62218,EGE,ISIK,e.isik@ce1.marmara.edu.tr,CS231,28,2
2014-14667,NISA,YILMAZ,nisayilmaz@ce1.marmara.edu.tr,CS231,67,2
2015-45370,EGE,ARSLAN,e.arslan@ce1.marmara.edu.tr,CS231,91,1
2015-45370,EGE,ARSLAN,e.arslan@ce1.marmara.edu.tr,CS101,51,2
2014-92719,OKAN,ASLAN,okanaslan@ce1.marmara.edu.tr,CS101,23,2
2014-92719,OKAN,ASLAN,okanaslan@ce1.marmara.edu.tr,CS102,19,1
2015-63498,TUNA,KAYA,t.kaya@ce1.marmara.edu.tr,CS101,74,1
2015-63498,TUNA,KAYA,t.kaya@ce1.marmara.edu.tr,CS102,10,1
2015-27890,EGE,KAYA,e.kaya@ce1.marmara.edu.tr,CS101,48,2
2015-26637,MUSTAFA,OZDEMIR,m.ozdemir@ce1.marmara.edu.tr,CS101,31,1
2015-26637,MUSTAFA,OZDEMIR,m.ozdemir@ce1.marmara.edu.tr,CS231,30,1
2015-92887,NURAY,ILHAN,n.ilhan@ce1.marmara.edu.tr,CS231,85,1
2015-49112,OKAN,KOC,o.koc@ce1.marmara.edu.tr,CS101,59,2
2015-44055,NURAY,AYDIN,n.aydin@ce1.marmara.edu.tr,CS231,82,2
2015-44055,NURAY,AYDIN,n.aydin@ce1.marmara.edu.tr,CS101,74,2
2014-97389,OZGUR,ASLAN,ozguraslan@ce1.marmara.edu.tr,CS101,38,2
